start,end,word
2.624,3.104,נושאים
3.164,3.785,נבחרים
3.845,4.465,בכלכלת
4.545,4.886,מוצרי
4.926,5.266,מידע.
6.327,6.607,פרק
,,3
8.028,8.408,גישות
8.488,9.049,לניתוח
9.189,9.489,עלות
9.609,10.09,תועלת
10.31,10.43,של
10.49,10.91,מערכות
10.99,13.392,מידע.
,,3.1.
14.993,15.333,מבוא.
16.254,16.634,בפרק
,,"2,"
17.295,17.775,מאפייני
17.815,18.216,צריכה
18.296,18.376,של
18.436,18.716,מוצרי
18.756,19.096,"מידע,"
19.677,20.117,הסברנו
20.217,20.778,שמערכות
20.858,21.098,מידע
21.238,21.658,חיוניות
21.718,22.299,לארגונים
22.679,22.759,כי
22.779,22.839,הן
22.879,23.359,מאפשרות
23.419,23.58,להם
23.62,23.96,להציע
23.98,24.74,ללקוחותיהם
24.801,25.181,מוצרים
25.241,25.781,"אישיים,"
26.222,26.702,להשתלב
26.742,27.262,בכלכלת
27.362,27.903,"חוויות,"
28.143,28.543,להשיג
28.603,28.884,קשב
28.964,29.664,אפקטיבי
29.924,30.225,ועוד.
30.805,31.666,למערכות
31.706,32.126,המידע
32.266,32.406,יש
32.466,32.726,אפוא
32.786,33.167,חשיבות
33.207,33.947,"אסטרטגית,"
34.488,34.788,לכן
34.828,35.288,לכאורה
35.468,35.749,חייב
35.909,36.069,כל
36.129,36.469,ארגון
36.529,36.95,להשקיע
37.03,37.31,"בהן,"
37.71,38.17,אפילו
38.23,38.311,אם
38.411,38.531,אין
38.551,38.711,לך
38.811,39.251,הצדקה
39.331,39.752,כלכלית
39.812,40.272,"מוצקה,"
40.752,41.153,אחרת
41.173,41.233,הוא
41.273,41.333,לא
41.373,41.893,ישרוד.
42.674,42.814,אם
42.874,43.074,"זאת,"
43.094,43.494,ההשקעה
43.554,44.035,במערכות
44.115,44.395,מידע
44.435,44.715,אמורה
44.775,45.176,בסופו
45.216,45.316,של
45.356,45.636,דבר
45.716,46.196,להשתלם
46.256,46.717,לארגון.
47.157,47.617,את
47.637,47.997,הלקח
48.017,48.237,הזה
48.297,48.517,למדו
48.557,48.918,היטב
49.058,49.238,כל
49.338,49.718,חברות
49.778,50.038,הדוט
50.138,50.398,קום
50.778,51.278,שפעלו
51.358,51.498,בלי
51.558,51.879,תוכנית
51.899,52.199,עסקית
52.259,52.619,ברורה
53.079,53.359,ובלי
53.439,53.639,שיהיה
53.679,53.819,להם
53.859,54.259,מושג
54.359,54.719,כיצד
54.759,55.12,יחזירו
55.14,55.56,לעצמן
55.58,55.7,את
55.72,56.24,ההשקעות
56.32,57,וירוויחו.
57.64,57.9,לכן
58.001,58.321,חשוב
58.361,58.541,מאוד
58.581,58.901,לערוך
59.041,59.321,ניתוח
59.501,59.701,עלות
59.781,60.141,תועלת
60.181,60.301,של
60.341,60.681,השקעה
60.721,61.202,במערכות
61.282,61.542,מידע
62.002,62.122,על
62.162,62.342,אף
62.402,62.862,הקושי
62.882,63.262,לעשות
63.322,63.502,"זאת,"
63.882,64.223,שעליו
64.283,64.543,נעמוד
64.583,65.103,בהמשך.
65.703,66.284,ניתוח
66.364,66.824,כדאיות
66.864,67.265,ההשקעה
67.325,67.825,במערכות
67.906,68.206,מידע
68.666,69.007,חשוב
69.067,69.347,לכל
69.387,69.768,ארגון
69.808,70.188,שצריך
70.228,70.569,לקבל
70.609,71.049,החלטות
71.109,71.49,בנוגע
71.53,72.01,להשקעה
72.07,72.591,במערכת
72.631,72.911,מידע
73.292,73.852,המיועדת
73.912,74.313,לתמוך
74.413,74.994,בפעילותו
75.034,75.695,השוטפת
76.295,76.896,המשתמשים
76.916,77.457,במערכת
77.517,77.857,כזאת
77.937,78.318,יכולים
78.358,78.558,להיות
78.598,78.898,עובדי
78.918,79.479,הארגון
79.839,79.999,או
80.08,80.44,גורמים
80.46,81.101,בסביבתו
81.181,81.421,כמו
81.561,82.102,"לקוחות,"
82.322,82.863,ספקים
83.203,83.724,ושותפים
83.764,84.184,עסקיים.
84.923,85.423,ניתוח
85.504,85.704,כזה
85.804,86.284,חשוב
86.364,86.524,גם
86.584,87.125,לארגונים
87.205,87.906,"שהמוצר,"
88.026,88.566,השירות
88.626,88.806,או
88.906,89.307,החוויה
89.407,89.527,שהם
89.567,89.887,מציעים
89.927,90.548,ללקוחות
90.988,91.349,כרוכים
91.369,91.809,בהשקעה
91.869,92.389,מיוחדת
92.47,93.01,במערכות
93.09,93.45,"מידע,"
94.011,94.591,ובמיוחד
94.611,94.711,הוא
94.771,95.152,חיוני
95.192,95.632,לארגונים
95.672,96.053,המציעים
96.093,96.793,ללקוחותיהם
96.853,97.234,מוצרי
97.294,97.634,מידע
98.074,98.515,מכיוון
98.575,99.135,שמערכות
99.215,99.596,מידע
99.716,99.876,הן
99.976,100.176,תנאי
100.216,100.797,הכרחי
101.157,101.717,לפיתוח
101.798,102.178,מוצרים
102.278,102.698,כאלה
102.878,103.579,"לשיווקם,"
103.919,104.6,להתאמתם
104.66,105.16,ללקוח
105.501,105.641,או
105.681,106.341,לצריכתם.
106.962,107.703,המאפיינים
107.743,108.284,הייחודיים
108.344,108.444,של
108.524,108.964,מערכות
109.064,109.405,מידע
109.565,109.965,מקשים
109.985,110.126,על
110.146,110.526,בחינת
110.606,111.047,כדאיות
111.107,111.627,ההשקעה
111.667,111.948,בהן
112.348,112.689,מצד
112.749,113.329,הערכת
113.369,113.99,התועלות
114.09,114.511,ומצד
114.571,115.031,הערכת
115.071,115.652,העלויות
115.792,116.313,כאחד.
117.074,117.414,הפרק
117.454,118.015,הנוכחי
118.335,118.635,מציג
118.675,119.336,ומנתח
119.416,119.777,גישות
119.857,120.297,קיימות
120.377,121.058,מסורתיות
121.258,121.639,וגישות
121.719,122.32,חדשניות
122.38,122.7,בתחום
122.78,123,"זה,"
123.541,123.962,ומדגים
123.982,124.082,את
124.122,124.582,ההיבטים
124.642,125.203,המעשיים
125.223,125.724,הכרוכים
125.764,126.304,ביישומן.
126.925,127.485,בסעיף
,,3.2
129.086,129.467,נעסוק
129.567,130.167,במושגים
130.247,130.567,תועלת
130.688,131.008,מידע
131.268,131.728,וערך
131.788,132.068,מידע.
132.729,133.069,בסעיף
,,3.3
133.409,134.83,נציג
134.85,134.93,את
134.99,135.331,גישת
135.351,135.851,האופציות
135.891,136.451,הריאליות
136.511,136.952,להערכת
136.992,137.532,השקעות
137.952,138.433,ונדגיש
138.453,138.553,את
138.633,139.273,חשיבותה
139.333,139.714,כגישה
139.794,140.274,ניהולית
140.614,141.315,המעניקה
141.335,141.835,לארגונים
141.975,142.415,גמישות
142.595,142.996,בביצוע
143.036,143.456,פעולות
143.516,144.076,המגדילות
144.096,144.197,את
144.217,144.497,ערכה
144.637,144.737,של
144.757,145.217,השקעה
145.637,145.758,או
145.858,146.418,מצמצמות
146.458,147.018,"הפסדים,"
147.439,147.539,על
147.619,147.739,פי
147.779,148.299,הנסיבות
148.319,148.88,המשתנות.
149.42,149.92,סעיף
,,3.4
151.241,151.721,יטפל
151.781,152.282,בעלויות
152.342,152.442,של
152.502,152.942,מערכות
153.022,153.342,מידע
153.802,154.363,והתמקד
154.423,154.923,בסוגים
154.983,155.103,של
155.123,155.483,עלויות
155.563,156.104,מהותיות
156.184,156.624,שאינן
156.664,156.864,באות
156.924,157.164,לידי
157.224,157.544,ביטוי
157.584,158.225,בתחשיבים.
159.045,159.726,בסעיף
,,3.5
160.706,160.966,נציג
161.026,161.366,גישה
161.427,161.867,מעשית
161.967,162.467,להערכת
162.547,162.827,העלות
162.887,163.468,והתועלת
163.548,163.668,של
163.688,164.248,השקעות
164.588,165.249,במערכות
165.329,166.189,ובטכנולוגיות
166.269,170.151,מידע.
,,3.2
171.712,172.252,התועלת
172.312,172.413,של
172.473,172.873,מערכות
172.953,173.293,"מידע,"
173.813,174.053,ערך
174.173,174.434,מידע
174.534,175.054,ומדידתו
176.437,176.857,ניתוח
176.917,177.398,השקעה
177.478,177.978,במערכות
178.038,178.379,מידע
178.619,178.939,שונה
178.999,179.299,מניתוח
179.38,179.76,השקעות
179.8,180.28,אחרות
180.761,181.121,מכיוון
181.181,181.782,שהתפוקה
181.842,181.942,של
181.982,182.382,מערכות
182.462,182.782,מידע
183.143,183.263,היא
183.303,183.623,מידע.
184.484,184.844,להבדיל
184.884,185.365,ממוצרים
185.405,185.945,ומשירותים
185.965,186.466,"אחרים,"
186.846,187.126,כמות
187.166,187.587,המידע
187.727,188.007,אינה
188.067,188.507,מלמדת
188.527,188.627,על
188.647,189.108,ערכו.
189.688,190.029,בפרק
,,"2,"
190.649,192.631,סעיף
,,"2.2.2,"
193.091,193.351,ראינו
193.431,193.932,שההנחות
193.972,194.432,היסוד
194.472,194.592,של
194.673,195.133,כלכלת
195.213,195.473,"שוק,"
195.733,196.134,"מניעה,"
196.274,196.674,יריבות
196.734,197.255,ושקיפות
197.715,197.975,אינן
198.035,198.496,מתקיימות
198.536,198.976,במלואן
199.076,199.457,לגבי
199.497,199.837,מוצרי
199.877,200.217,מידע
200.678,201.118,והדבר
201.198,201.578,משפיע
201.618,201.679,על
201.699,202.199,הנכונות
202.239,202.639,לשלם
202.679,203.12,בעבורם.
203.42,204.061,לעובדה
204.181,204.381,זו
204.441,204.561,יש
204.641,205.022,כמובן
205.042,205.502,השלכות
205.542,205.622,על
205.642,206.063,התועלת
206.143,206.623,הצפויה
206.703,207.184,מהשקעה
207.224,207.784,במערכת
207.844,208.165,מידע
208.565,209.065,המיועדת
209.125,209.586,לתמוך
209.646,210.086,במוצר
210.166,210.467,מידע.
211.167,211.328,זאת
211.388,211.748,"ועוד,"
212.188,212.669,ארגונים
212.729,213.029,רבים
213.069,213.41,מקימים
213.45,213.63,היום
213.67,214.11,מערכות
214.19,214.511,מידע
214.651,215.051,שאינן
215.091,215.532,מיועדות
215.632,215.832,אך
215.892,216.132,ורק
216.172,216.593,לשימוש
216.673,217.033,פנימי
217.073,217.413,בתוך
217.493,217.934,"הארגון,"
218.434,218.574,אלא
218.655,218.835,גם
218.855,219.395,לסייע
219.455,220.236,ללקוחותיהם
220.276,220.817,בתהליכי
220.877,221.197,קבלת
221.217,221.777,"החלטות,"
222.218,222.638,ולעיתים
222.698,223.219,הלקוחות
223.259,223.499,אינם
223.519,223.92,משלמים
223.96,224.4,ישירות
224.46,224.64,בעד
224.66,225.081,השימוש
225.161,225.701,במערכות
225.781,225.981,אלה.
226.522,226.782,כמו
226.882,227.122,"כן,"
227.182,227.322,יש
227.402,227.902,מערכות
228.002,228.862,"בין-ארגוניות,"
,,"IOS,"
230.103,230.763,המשותפות
230.823,231.183,לכמה
231.243,231.783,"ארגונים,"
232.203,232.363,ולא
232.423,232.603,תמיד
232.683,233.043,ברור
233.143,233.323,איך
233.363,233.883,התועלות
233.963,234.483,והעלויות
234.583,235.064,מתחלקות
235.104,235.524,ביניהם.
236.224,236.504,מכל
236.544,236.904,הסיבות
236.964,237.404,"האלה,"
237.784,238.304,הערכת
238.384,239.204,העלות
,,תועלת
239.264,239.364,של
239.404,239.824,השקעה
239.884,240.425,במערכות
240.505,240.805,מידע
241.005,241.465,מורכבת
241.545,241.945,וקשה
242.005,242.365,יותר
242.765,243.085,מזו
243.125,243.225,של
243.265,243.685,השקעות
243.765,244.205,במוצרים
244.245,244.725,אחרים.
245.645,246.086,הדוגמה
246.106,246.466,העיקרית
246.506,246.926,שתלווה
246.946,247.286,אותנו
247.326,247.766,במהלך
247.786,248.246,הפרק
248.606,248.706,היא
248.746,249.146,ניתוח
249.206,249.866,עלות
,,תועלת
249.926,250.026,של
250.066,250.486,השקעה
250.566,251.026,בהוספת
251.086,251.527,יישומים
251.567,251.907,לאתר
251.967,252.467,אינטרנט
252.527,252.647,של
252.707,252.907,בנק
252.947,253.387,ישראלי.
253.927,254.488,לבנקים
254.568,254.788,רבים
254.828,255.408,בישראל
255.529,255.689,יש
255.709,256.029,אתרי
256.089,256.65,אינטרנט
257.03,257.571,המאפשרים
257.611,257.991,לציבור
258.011,258.511,הלקוחות
258.571,258.932,לקבל
258.992,259.232,מידע
259.292,259.693,אישי
260.053,260.573,ולבצע
260.674,260.954,פעולות
260.994,261.534,מסוימות
261.594,261.895,כגון
261.995,262.415,השקעות
262.455,262.916,בניירות
263.016,263.436,ערך.
264.037,264.397,הבנק
264.417,264.637,יכול
264.677,265.158,להרחיב
265.198,265.318,את
265.338,265.618,היצע
265.638,266.059,הפעולות
266.099,266.419,האלה.
266.9,267.48,האינטרנט
267.6,267.881,פותח
268.021,268.281,לבנק
268.381,269.002,הזדמנויות
269.162,269.522,לשתף
269.682,269.922,פעולה
269.963,270.043,עם
270.083,270.443,עסקים
270.463,270.964,"אחרים,"
271.444,271.864,להציע
271.984,272.325,מוצרי
272.385,272.605,מידע
272.725,273.226,"חדשים,"
273.626,273.746,או
273.786,274.207,להתאים
274.247,274.567,באופן
274.587,274.867,אישי
274.927,275.228,מוצרי
275.288,275.508,מידע
275.628,276.028,קיימים
276.169,276.669,ללקוחות
276.689,277.17,הגולשים.
277.67,278.15,את
278.23,278.531,מוצרי
278.591,278.971,המידע
279.031,279.391,שהבנק
279.471,279.712,מציע
279.732,280.512,ללקוחותיו
280.892,280.993,הוא
281.033,281.293,יכול
281.313,281.753,לרכוש
281.833,282.233,ממקורות
282.253,282.714,אחרים.
283.214,283.695,"לדוגמה,"
283.935,284.295,נניח
284.375,284.815,שלקוח
284.895,285.256,מעוניין
285.296,285.756,במנייה
285.796,286.437,מסוימת
286.557,286.917,בבורסה
287.037,287.157,של
287.197,287.257,ניו
287.297,287.658,יורק.
288.158,288.438,הבנק
288.538,288.879,רוכש
288.939,289.339,מחברת
289.379,289.619,ייעוץ
289.659,290.059,השקעות
290.079,290.74,אמריקנית
290.86,291.3,ניתוח
291.36,291.48,של
291.5,291.721,אותה
291.781,292.201,מנייה
292.361,292.862,ומעביר
292.922,292.982,לו.
293.482,293.742,כל
293.782,294.363,"התהליך,"
294.523,295.124,מבקשת
295.164,295.684,הלקוח
295.764,296.065,ועד
296.085,296.485,הסדרת
296.505,297.026,התשלומים
297.046,297.146,בין
297.166,297.706,"הצדדים,"
298.087,298.567,מבוצע
298.767,299.208,באופן
299.288,299.848,ממוחשב.
300.389,300.669,הבנק
300.809,301.05,יכול
301.09,301.53,להשקיע
301.61,302.051,ביישום
302.091,302.351,מסוג
302.371,302.751,"אחר,"
303.132,303.592,ולהקים
303.632,303.993,מערכת
304.033,304.493,לניתוח
304.533,304.954,נתונים
304.994,305.054,על
305.094,305.554,התנהגות
305.594,306.055,הלקוחות
306.115,306.595,"באתר,"
306.996,307.596,שתסייע
307.656,307.716,לו
307.736,308.077,לקבל
308.097,308.497,החלטות
308.557,308.998,פנימיות
309.038,309.098,על
309.178,309.698,"מוצרים,"
309.898,310.379,שירותים
310.479,310.98,ומחירים.
311.42,312.301,נפתח
312.441,312.901,בניתוח
313.001,313.181,צד
313.222,313.702,התועלות
313.742,314.222,הצפויות
314.302,314.683,מהשקעה
314.723,315.203,במערכת
315.263,315.443,מידע
315.543,316.004,חדשה
316.404,316.544,או
316.604,317.125,בהוספת
317.225,317.585,יישום
317.625,318.126,למערכת
318.146,318.706,הקיימת.
319.247,319.587,לאחר
319.647,319.967,מכן
320.027,320.367,נעסוק
320.428,320.828,בסוגים
320.888,321.208,שונים
321.268,321.388,של
321.488,321.729,ערך
321.809,322.109,מידע
322.609,323.21,ובדרכים
323.25,323.93,למדידתם.
,,3.2.1
327.774,328.154,תועלות
331.653,331.913,כדי
331.953,332.414,להחליט
332.534,332.654,אם
332.714,332.994,כדאי
333.014,333.455,להשקיע
333.515,334.055,במערכת
334.115,334.456,"מידע,"
334.636,335.016,ביישום
335.116,335.397,חדש
335.637,335.717,או
335.777,336.057,בכל
336.097,336.418,השקעה
336.518,336.918,"שהיא,"
337.379,337.539,יש
337.619,337.959,לעמוד
337.979,338.079,את
338.099,338.54,התועלות
338.58,339.04,הצפויות
339.08,339.481,ממנה
339.621,340.001,לעומת
340.041,340.462,העלויות
340.502,341.142,הנדרשות.
341.703,341.883,יש
341.983,342.143,כמה
342.223,342.544,סוגים
342.604,342.704,של
342.764,343.204,תועלות.
343.705,344.085,"ראשית,"
344.245,344.666,ממיינים
344.706,344.806,את
344.826,345.326,התועלות
345.426,345.907,לתועלות
345.987,346.708,"מוחשיות,"
,,tangible
,,"benefits,"
348.63,349.23,ולתועלות
349.43,349.55,לא
349.59,350.191,"מוחשיות,"
,,intangible
,,benefits.
352.173,352.873,התועלות
352.913,353.553,המוחשיות
353.613,354.133,מתחלקות
354.173,354.594,לתועלות
354.674,355.274,כספיות
355.434,356.014,ולתועלות
356.074,356.214,לא
356.254,356.734,"כספיות,"
357.094,357.594,והתועלות
357.674,357.954,הלא
357.994,358.455,כספיות
358.535,359.035,מתמיינות
359.095,359.255,אף
359.295,359.435,הן
359.455,359.715,לשני
359.795,360.175,"סוגים,"
360.595,360.915,כאלו
360.935,361.415,הניתנות
361.475,361.895,להמרה
361.975,362.436,למונחים
362.516,363.036,כספיים
363.516,363.956,ואלו
364.076,364.356,שלא
364.376,364.736,ניתנות
364.796,365.176,להמרה
365.236,365.676,למונחים
365.756,366.236,כספיים.
366.977,367.217,כעת
367.257,367.697,נסביר
367.937,368.177,מהם
368.237,368.437,סוגי
368.477,368.957,התועלת
368.977,369.337,הללו
369.517,369.957,ונדגים
369.977,370.097,את
370.117,370.538,הקשיים
370.558,371.038,הכרוכים
371.058,371.718,במדידתן.
372.338,373.159,"א',"
373.659,374.059,תועלות
374.159,374.8,מוחשיות
374.96,375.54,"כספיות,"
,,tangible
,,monetary
,,benefits.
378.463,378.603,הן
378.683,379.123,תועלות
379.283,379.684,שאפשר
379.724,380.024,למדוד
380.064,380.464,ישירות
380.524,381.105,בכסף
381.505,382.066,"למשל,"
382.586,382.846,גידול
382.886,383.547,במכירות
384.007,384.567,חיסכון
384.628,385.008,בעלויות
385.028,385.528,אחזקה
385.989,386.449,חיסכון
386.489,386.749,בדמי
386.809,387.23,שכירות.
387.83,388.331,בהקשר
388.391,388.491,של
388.531,388.911,יישומי
388.951,389.372,בנקאות
389.432,390.173,"באינטרנט,"
390.353,390.653,אפשר
390.673,391.054,למדוד
391.074,391.174,את
391.194,391.514,ערכן
391.554,391.955,הכספי
392.015,392.115,של
392.175,392.515,פעולות
392.575,392.695,של
392.715,393.056,לקוחות
393.116,393.536,מבצעים
393.556,394.077,"באתר,"
394.638,394.958,אולם
395.018,395.178,יש
395.198,395.679,להבחין
395.739,395.839,בין
395.899,396.239,פעולות
396.319,396.94,שאלמלא
396.96,397.401,התבצעו
397.441,397.901,באתר
398.001,398.181,היו
398.221,398.722,מתבצעות
398.762,399.403,"בסניף,"
399.723,400.164,בשיחה
400.224,400.704,טלפון
400.764,401.145,למוקד
401.225,401.565,שירות
401.645,401.805,או
401.866,402.226,בהוראה
402.286,402.807,"בכתב,"
403.347,403.627,לבין
403.708,404.088,פעולות
404.288,404.589,שלא
404.629,404.769,היו
404.809,405.389,מתבצעות
405.469,405.83,בדרך
405.87,406.25,אחרת.
406.831,407.412,"לדוגמה,"
407.512,407.912,רכישת
407.992,408.273,ניירות
408.353,408.713,ערך
409.034,409.354,יכולה
409.394,409.895,להתבצע
409.935,410.375,במגוון
410.395,410.896,"ערוצים,"
411.276,411.437,אבל
411.497,411.937,הזמינות
412.017,412.418,ונוחות
412.438,412.838,השימוש
412.898,413.539,באינטרנט
413.659,414.02,גורמות
414.06,414.6,ללקוחות
414.64,415.061,לבצע
415.101,415.682,באמצעותו
415.782,416.102,יותר
416.142,416.503,עסקות
416.523,416.923,בניירות
416.983,417.304,ערך
417.664,418.025,משהיו
418.065,418.545,מבצעים
418.585,419.106,בלעדיו.
419.546,419.947,במקרה
420.027,420.227,"זה,"
420.367,420.648,עלינו
420.688,421.128,להחשיב
421.188,421.549,באומדן
421.589,422.129,התועלת
422.47,422.69,רק
422.77,422.87,את
422.91,423.371,התועלת
423.391,423.972,המוספת.
424.212,424.912,לעומת
424.972,425.132,"זאת,"
425.212,425.612,ייתכן
425.672,426.153,שעצם
426.233,426.593,קיומו
